Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26
2026-05-27 03:41:00,75729.42,75735.59,75729.41,75730.01,2.32579,75759.2705,75806.774,75751.5781286387,75768.10157363165
2026-05-27 03:42:00,75730.0,75730.0,75712.0,75730.0,3.33385,75759.278,75801.93400000001,75748.25841654044,75765.27923484413
2026-05-27 03:43:00,75730.0,75733.95,75730.0,75732.01,2.11275,75758.416,75797.5242,75745.7586601496,75762.8148470779
2026-05-27 03:44:00,75732.01,75744.9,75724.91,75744.9,3.05295,75757.832,75793.342,75745.62655858812,75761.48782136843
2026-05-27 03:45:00,75744.9,75747.94,75744.89,75747.94,1.014,75756.903,75789.1826,75745.98247265149,75760.48427904483
2026-05-27 03:46:00,75747.94,75764.0,75747.93,75764.0,3.53335,75756.903,75785.4224,75748.75439993587,75760.74470281928
2026-05-27 03:47:00,75764.0,75784.01,75737.37,75737.37,5.75803,75754.522,75781.75259999999,75747.00295379189,75759.01324335119
2026-05-27 03:48:00,75737.37,75752.45,75737.37,75752.44,2.84339,75752.91399999999,75778.9746,75747.83942243928,75758.52633643629
2026-05-27 03:49:00,75752.44,75752.45,75744.77,75744.77,2.19127,75751.6615,75776.3212,75747.36720360247,75757.50734855211
2026-05-27 03:50:00,75744.78,75753.47,75744.77,75753.46,3.27689,75751.23449999999,75773.6304,75748.30455689439,75757.20754495566
2026-05-27 03:51:00,75753.47,75764.93,75747.62,75764.92,5.87027,75752.56450000001,75771.4788,75750.86077891063,75757.7788379219
2026-05-27 03:52:00,75764.92,75782.93,75764.92,75782.93,2.38272,75754.754,75770.4068,75755.79450523207,75759.64188696472
2026-05-27 03:53:00,75782.93,75807.87,75782.93,75807.87,5.43829,75756.397,75769.7558,75763.80611981175,75763.21433978215
2026-05-27 03:54:00,75807.86,75807.86,75804.5,75804.5,1.67588,75756.585,75768.5294,75770.06671676379,75766.27253683533
2026-05-27 03:55:00,75804.5,75813.27,75804.5,75813.27,2.43314,75757.148,75768.21860000001,75776.71337572321,75769.75383040309
